player_name,team,conference,GamesPlayed,Min_per,Ortg,usage_rate,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Position
Chris Johnson,Northern Illinois,MAC,3,3.7,93.1,9.1,0,30.61,11,21.3,0,0,3,4,0.75,0,3,0,0,0,0,0,0,133.3,Sr,-1.31924,-4.2253,1,1.6667,2.6667,0,0,0,1,PF/C
Brock Pappas,Valparaiso,MVC,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,-7.79326,-1.272,0,0.6667,0.6667,0,0,0,0,PF/C
Donovan Clay,Missouri St.,MVC,26,83,87.6,21.7,42.6,46.11,4.4,14.8,14.6,18.3,49,71,0.69,80,165,0.485,20,93,0.215,3.6,1.1,27.5,Jr,-2.05451,0.291542,1.25,4.2857,5.5357,2.25,0.75,1.25,10.0714,Stretch 4
Cameron Carter,Cal St. Fullerton,BW,3,0.2,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jr,-16.9298,-13.7781,0,0,0,0,0,0,0,Combo G
Emil Freese-Vilien,Valparaiso,MVC,2,0.2,25.2,20,0,0,0,0,87.5,50.1,0,0,0,0,1,0,0,0,0,0,0,0,Jr,-27.2986,3.83352,0,0,0,0.5,0,0,0,Pure PG
Carter Murphy,Air Force,MWC,8,17.2,87.6,14.5,44.6,51.89,1.6,11.2,11.3,25.1,8,8,1,5,9,0.556,5,19,0.263,1.5,2.2,28.6,Jr,-4.19399,-1.97795,0.25,1.75,2,1.125,0.75,0.25,4.125,Wing G
Solomon Pierre-Louis,Air Force,MWC,3,0.6,58.9,12,0,0,23.2,22.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jr,-2.77391,-7.16363,0.3333,0.3333,0.6667,0,0,0,0,PF/C
Nathan Scott,Eastern Michigan,MAC,14,32.3,100.7,17.7,44.5,45.98,7.5,17.4,8.4,10.8,10,18,0.556,19,44,0.432,9,29,0.31,1.9,1.7,24.7,Sr,0.176514,-1.93441,1.2857,2.5714,3.8571,0.7143,0.5,0.2857,5.3571,Wing F
Charles Burns,Northern Arizona,BSky,10,0.9,110.9,14.7,75,60.61,0,0,0,0,0,1,0,0,0,0,1,2,0.5,0,0,50,Jr,4.29469,-4.89745,0,0,0,0,0,0,0.3,Combo G
Maleeck Harden-Hayes,North Dakota St.,Sum,22,51.5,114.3,17.7,58.7,62.59,8.3,16.2,4.7,18.8,46,61,0.754,47,78,0.603,18,48,0.375,0.4,0.5,48.4,Jr,1.43783,-0.692813,1.7273,3.5,5.2273,0.5909,0.2273,0.0909,8.8182,Wing F
Travis Evee,Rice,CUSA,23,73.2,103.2,21.3,51.7,54.28,0.8,6.9,15.1,15.6,35,41,0.854,39,96,0.406,66,171,0.386,0.4,1.8,15.4,Jr,0.711203,-1.43423,0.2308,1.9231,2.1538,2.3462,1.1538,0.1538,13.6923,Combo G
Dean Keeler,UC Irvine,BW,12,5.3,115.7,19,54.5,56.89,13,16.2,7.2,11.5,7,12,0.583,6,11,0.545,0,0,0,6.4,1.1,109.1,Jr,-0.49167,2.04436,0.5,0.6667,1.1667,0.1667,0.0833,0.25,1.5833,C
Austin Johnson,UC Irvine,BW,25,36.6,91.3,19.3,46.7,51.33,9.8,13.9,1.6,24.6,26,36,0.722,43,92,0.467,0,0,0,5.3,1.1,39.1,Jr,-3.5324,1.06479,1.5185,2.2593,3.7778,0.1852,0.2593,0.6667,5.2222,C
Brendan Carney,Marquette,BE,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jr,-1.93964,-0.827928,0,0,0,0,0,0,0,PF/C
Isaac Berglund,Idaho,BSky,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,So,-3.70854,-5.5208,0,0,0,0,0,0,0,PF/C
Brendan Favre,DePaul,BE,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,-4.41164,-3.01735,0,0,0,0,0,0,0,PF/C
Noah Waterman,Detroit,Horz,15,46.4,131.1,16.6,72.7,72.18,5,14.6,6.5,13.8,18,28,0.643,23,38,0.605,38,72,0.528,2.9,1.1,25.5,So,3.70546,-1.36474,1.1333,3.3333,4.4667,0.9333,0.5333,0.6667,11.8667,Stretch 4
Justin Hohn,UC Irvine,BW,20,19.3,80.1,21.4,40.8,41.56,0.6,10.7,18.1,24,3,5,0.6,16,45,0.356,7,20,0.35,0.6,3,7.7,So,-4.5249,1.64464,0.05,0.95,1,0.9,0.5,0.05,2.8,Combo G
Michael Hanshaw,Idaho,BSky,5,2,167.4,13.4,66.7,79.1,14.3,13.8,0,0,3,3,1,2,3,0.667,0,0,0,0,0,100,Jr,7.43613,-2.49529,0.4,0.4,0.8,0,0,0,1.4,C
Michael Kennedy,Marquette,BE,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jr,0.180158,0.409812,0,0,0,0,0,0,0,PF/C
John McGriff,Binghamton,AE,18,8.4,70.4,13.4,32.4,33.43,1.2,12.4,16.3,30.7,1,2,0.5,1,9,0.111,3,8,0.375,1.2,2.9,11.8,So,-5.92586,0.460302,0.0556,0.5556,0.6111,0.5556,0.2778,0.0556,0.6667,Scoring PG
Brenton Mills,Bowling Green,MAC,16,70.1,98.4,24.4,49,51.12,2.2,8.9,13.7,16.9,25,34,0.735,49,119,0.412,33,82,0.402,0.2,1.1,16.9,Jr,0.784372,-3.39038,0.625,2.4375,3.0625,1.875,0.5625,0.0625,13.875,Combo G
Hakon Hjalmarsson,Binghamton,AE,18,45.7,104.2,18,52.9,53.41,3,6.3,22.8,21.1,5,8,0.625,25,48,0.521,14,39,0.359,0.7,1.1,9.2,Jr,-0.659695,-2.70144,0.5,1,1.5,2,0.3333,0.1111,5.3889,Scoring PG
Adham Eleeda,Bryant,NEC,20,37,114.5,12.8,52.2,53.55,3.7,11.6,4.3,12.6,5,5,1,1,4,0.25,31,87,0.356,0,0.6,5.5,Sr,-0.500105,-2.38446,0.6,1.8,2.4,0.45,0.2,0,5,Wing G
Jace Piatkowski,Nebraska,B10,10,1.7,113.1,8.1,150,102.56,5.9,5.9,0,37.4,1,2,0.5,0,0,0,1,1,1,0,0,200,So,0.598826,-1.4476,0.1,0.1,0.2,0,0,0,0.4,Combo G
Julian Champagnie,St. John's,BE,25,75.1,111,25.9,51.2,56.44,5.3,19.8,7.9,12,102,115,0.887,106,224,0.473,60,159,0.377,3.2,2.4,30,Jr,6.52412,0.657665,1.64,5.72,7.36,1.32,1.44,1,19.76,Wing F
Yvan Ouedraogo,Grand Canyon,WAC,21,29.7,87.7,15.2,41,39.05,12.3,11.4,4.9,12.8,11,36,0.306,25,61,0.41,0,0,0,4.2,1.8,59,Jr,-1.88802,1.09353,1.8182,1.9091,3.7273,0.4091,0.4545,0.5,3.3636,C
Kaleb Coleman,Lipscomb,ASun,12,8.8,106.9,19.5,51.8,53.51,4.5,14.2,5.4,7.5,3,4,0.75,7,12,0.583,5,16,0.313,4.5,2.2,14.3,Jr,1.99526,-0.0913773,0.375,1.125,1.5,0.1875,0.1875,0.1875,3,Stretch 4
Donavan Moore,Green Bay,Horz,7,5.3,68,31.8,31.8,36.22,10.6,15.8,10.7,27.1,4,6,0.667,7,18,0.389,0,4,0,0,1.1,27.3,So,-7.91589,-5.8924,0.7143,1,1.7143,0.4286,0.1429,0,2.5714,Wing G
Josh Oduro,George Mason,A10,21,56.8,107.5,23,50.9,52.25,12.1,17.6,10.9,12.8,34,59,0.576,84,161,0.522,2,10,0.2,3.9,1.4,34.5,Jr,2.44516,0.286877,2.5455,3.4545,6,1.2273,0.5455,0.7727,10.0455,PF/C
Marcus Sasser,Houston,Amer,29,74.5,116.6,20.5,49,52.1,1.4,7.8,13.9,11,52,61,0.852,56,120,0.467,78,233,0.335,0.1,2.7,17.3,Jr,4.0491,2.27749,0.4138,2.2069,2.6207,2.2414,1.3793,0.0345,13.7241,Combo G
Tanner Shulman,Lipscomb,ASun,10,6.1,107.6,14.9,53.1,53.13,4.4,14.3,3.6,7.1,0,0,0,1,1,1,5,15,0.333,0,3.2,0,So,2.41933,0.0608089,0.1429,0.7143,0.8571,0.2143,0.2857,0,2.5,Wing G
Antonio Gordon,Southeastern Louisiana,Slnd,20,44,94.8,16.9,46.8,49.07,11.8,17.4,7.9,21.8,18,28,0.643,43,77,0.558,6,34,0.176,1.8,1.5,25.2,Jr,-0.338753,0.656291,2.381,3.381,5.7619,0.8571,0.619,0.3333,5.8095,Stretch 4
Justin Winston,Robert Morris,Horz,2,2.1,73.2,24.1,22.2,30.15,0,18.7,0,0,2,2,1,2,7,0.286,0,2,0,0,0,22.2,Jr,-12.2103,-2.38263,0,1.5,1.5,0,0,0,3,PF/C
Alejandro Vasquez,Tarleton St.,WAC,21,33.6,92.1,20.7,37,43.1,2.5,6.4,9,13.6,24,31,0.774,10,46,0.217,16,46,0.348,0.4,2.2,33.7,Jr,-1.78909,0.47955,0.2857,0.7619,1.0476,0.6667,0.4762,0.0476,4.381,Combo G
Tre Gomillion,Cleveland St.,Horz,27,69.1,105.7,21.5,50.9,53.25,8.1,12.7,17.7,17.3,52,82,0.634,109,203,0.537,3,20,0.15,0.8,1.8,36.8,Sr,0.185508,-0.335616,1.9259,3.1111,5.037,2.4444,0.8519,0.1852,10.3333,Wing G
Franklyn Penn Jr.,Cleveland St.,Horz,2,1.4,52.2,21.8,50,50,0,14.4,0,51.1,0,0,0,2,3,0.667,0,1,0,0,0,0,Sr,-13.2825,-6.35154,0,1,1,0,0,0,2,Wing G
Rayquan Evans,Florida St.,ACC,24,45.4,97.5,16.7,41.1,49.65,3.5,8.2,11.9,23.2,39,46,0.848,28,76,0.368,9,25,0.36,1.5,1.4,45.5,Sr,-0.402287,0.377362,0.5417,1.4583,2,1.375,0.4583,0.25,5.0833,Wing G
Miles Brown,Ohio,MAC,24,43.1,105,13.5,49.4,53.12,1.1,9.5,11.2,16.1,27,42,0.643,14,30,0.467,16,47,0.34,1.7,2.2,54.5,Jr,-0.828875,0.905531,0.16,1.36,1.52,1.24,0.76,0.28,4.56,Combo G
Jonah Jackson,Drake,MVC,28,21.3,111.8,12.3,47.7,48.21,0,4.4,5.1,2,3,5,0.6,2,2,1,19,62,0.306,0,0.7,7.8,Sr,-0.100648,-2.05993,0.0333,0.3667,0.4,0.3333,0.1,0,2.6333,Combo G
Greg Outlaw,Pacific,WCC,16,47.4,93.3,24,47.4,50.24,7.4,14.4,7.8,17.4,24,32,0.75,56,121,0.463,11,32,0.344,1.1,2.7,20.9,Jr,-1.23499,-1.61409,1.6875,3.0625,4.75,0.875,1.1875,0.25,10.5625,Wing G
Nathanael Jack,Cleveland St.,Horz,19,14.1,108.7,21.6,56.3,56.86,4.4,6.8,6.7,16.8,5,8,0.625,6,10,0.6,17,46,0.37,0.8,1.2,14.3,Sr,2.17611,-1.09919,0.2632,0.4737,0.7368,0.2632,0.1579,0.0526,3.5789,Wing G
Myles Baker,Eastern Illinois,OVC,15,36.1,86.6,26.9,48.5,50.76,2.5,8.5,5.8,20.4,20,29,0.69,25,58,0.431,26,74,0.351,0.4,2,22,Jr,-0.531434,-4.14446,0.4667,1.4667,1.9333,0.5333,0.7333,0.0667,9.8667,Wing G
Matt Garry,Connecticut,Amer,6,0.6,26.2,13.7,0,0,0,0,20.5,0,0,4,0,0,0,0,0,0,0,0,0,0,Jr,,,,,,,,,,
Kirk Parker,Southern,SWAC,11,25.4,95.8,13.7,47.2,52.17,9.6,25.6,3,22.6,11,15,0.733,17,35,0.486,0,1,0,2.1,0.6,41.7,Sr,-3.187,-1.00649,1.4545,4,5.4545,0.2727,0.1818,0.3636,4.0909,PF/C
Skyler Baggs,Southern,SWAC,30,29.8,105.5,15.6,56.8,55.58,7.6,13.3,6.4,15.5,16,34,0.471,46,81,0.568,0,0,0,0,2.1,42,Sr,,,,,,,,,,
Malik Curry,West Virginia,B12,20,73.1,102.8,27.3,49.6,55.52,2.1,11.2,24.1,19.9,75,88,0.852,91,183,0.497,19,58,0.328,1,3.4,36.5,Sr,2.44228,1.1624,0.6,3.1,3.7,3.55,1.85,0.25,15.7,Scoring PG
JaVonni Bickham,Denver,Sum,19,31.1,99.1,18,45.8,54.09,8.1,10.6,9.2,20.9,29,41,0.707,22,48,0.458,0,0,0,0.9,2.7,85.4,Jr,-3.66328,-0.766555,0.8947,1.0526,1.9474,0.6316,0.6316,0.1053,3.8421,Wing F
Shon Robinson,San Jose St.,MWC,6,1.7,83.9,30.5,30,32.32,18.2,12.6,0,0,2,5,0.4,3,6,0.5,0,4,0,6.3,0,50,So,-4.27564,-4.606,0.5,0.3333,0.8333,0,0,0.1667,1.3333,PF/C
Joey Reilly,Sacred Heart,NEC,3,0.9,0,0,0,0,0,19.8,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Jr,-6.45215,-2.17788,0,0.3333,0.3333,0.3333,0,0,0,PF/C
Yavuz Gultekin,San Diego,WCC,7,18.1,80.3,22.2,42.9,45.83,4.1,25.4,4,19.5,6,9,0.667,12,25,0.48,2,10,0.2,0,1.1,25.7,Jr,-3.3032,-0.959093,0.5714,3.1429,3.7143,0.2857,0.2857,0,5.1429,Stretch 4
Mark Freeman,Illinois St.,MVC,20,79.7,94.9,28.7,44.4,50.85,1.4,12.3,29,20.3,90,110,0.818,83,183,0.454,29,102,0.284,0.2,3,38.6,Jr,0.589416,-0.56794,0.4286,3.6667,4.0952,4.5714,2,0.0476,17.0952,Scoring PG
Samari Curtis,Bowling Green,MAC,17,37,100.5,25.2,56.4,59.72,1.4,14.6,7.1,18.3,31,40,0.775,30,54,0.556,27,71,0.38,0.6,1.7,32,Jr,0.786124,-3.11131,0.2353,2.1765,2.4118,0.6471,0.5882,0.1176,10.1176,Wing G
Akol Arop,Nebraska Omaha,Sum,21,8.7,104.2,10.6,59.4,56.92,7.8,17.3,1.6,18.2,3,7,0.429,8,14,0.571,1,2,0.5,5.3,2.9,43.8,So,,,,,,,,,,
Ayaan Sohail,Lamar,Slnd,16,5.2,56,17.4,20,26.63,3.8,7.8,6.3,22.3,3,4,0.75,3,8,0.375,0,7,0,0,1.9,26.7,Jr,-9.29584,-2.99497,0.125,0.25,0.375,0.125,0.125,0,0.5625,Wing G
Andrew Carroll,Campbell,BSth,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jr,-3.08143,-4.97201,0,0,0,0,0,0,2,PF/C
Dru Kuxhausen,Northern Colorado,BSky,18,74.6,104.6,16.2,55.6,57.87,0.7,6.3,5.9,16,26,35,0.743,12,27,0.444,48,124,0.387,0,1.7,23.2,Sr,-1.02177,-3.13624,0.25,2.0417,2.2917,1.5833,0.875,0,11.75,Combo G
Cedric Henderson Jr.,Campbell,BSth,25,82.3,100,24.8,52.1,56.35,3,14.2,7,16.1,78,101,0.772,119,212,0.561,19,71,0.268,4.1,2.4,35.7,Sr,0.183008,-0.472762,0.8148,3.6296,4.4444,1.037,1.2963,1.0741,15,Wing G
Quirin Emanga,Northeastern,CAA,18,51.9,113.8,9.8,57.7,62.58,1.9,10.9,8.4,18.2,14,15,0.933,12,21,0.571,12,31,0.387,0.8,0.4,28.8,Jr,-1.84172,0.215069,0.3333,2.1111,2.4444,1,0.1667,0.1667,4.1111,Wing G
Kevin Cross,Tulane,Amer,23,55.4,83.5,22.2,39.6,45.58,3.9,19.9,13.3,20.9,45,64,0.703,42,98,0.429,10,46,0.217,4.2,1.4,44.4,Jr,-4.12299,1.18702,0.7826,3.8696,4.6522,1.2609,0.5217,0.7391,6.913,Stretch 4
Kolton Mitchell,Massachusetts,A10,11,11.7,93.4,10.3,40,44.59,7.6,8.3,13.6,29.7,3,6,0.5,2,5,0.4,0,0,0,0,0.8,120,Jr,-5.05807,-1.57599,0.4545,0.4545,0.9091,0.5455,0.0909,0,0.6364,Wing G
T.J. Weeks,Massachusetts,A10,15,49.8,95.5,25.7,45.3,48.1,4.7,15.3,11.7,11.9,21,29,0.724,28,62,0.452,23,76,0.303,1.3,2.3,21,So,2.42497,-0.490169,0.8667,2.6,3.4667,1.1333,0.8667,0.2667,9.7333,Wing G
Joe Petrakis,Western Carolina,SC,11,2.8,108.6,22.1,50,50.34,7.5,12.2,0,0,2,4,0.5,2,6,0.333,3,7,0.429,0,0,30.8,Jr,7.61112,-1.51643,0.1818,0.2727,0.4545,0,0,0,1.3636,Stretch 4
David Sloan,East Tennessee St.,SC,22,67.7,103.9,25.2,49.5,53.91,1.5,8,32.4,21.8,58,79,0.734,61,138,0.442,25,61,0.41,0,1.7,39.7,Sr,0.505389,-0.869801,0.3333,1.875,2.2083,4.2917,0.7917,0.0417,11.125,Pure PG
Tre Mitchell,Texas,B12,13,68.1,114,25.9,56.6,61.32,4.7,21.5,15.6,14.2,63,82,0.768,68,120,0.567,15,40,0.375,4.8,2.1,51.2,Jr,5.4596,2.48297,1.3846,5.7692,7.1538,2.2308,1.2308,1.5385,18.7692,PF/C
Tyler Burton,Richmond,A10,22,79.1,109,18.9,52.4,56.31,5.8,24.2,3,10.1,49,61,0.803,63,123,0.512,31,86,0.36,2,2,29.2,Jr,2.79544,-0.239099,1.4348,6.1304,7.5652,0.5217,1.087,0.5652,12,Stretch 4
Isaiah Minter,Eastern Kentucky,OVC,9,1.8,95.4,25,57.1,56.18,5.1,5.8,9.6,21.2,2,4,0.5,4,7,0.571,0,0,0,0,0,57.1,Jr,-2.56384,-5.70974,0.0909,0.1818,0.2727,0.0909,0.0909,0,1.0909,PF/C
Michael Moreno,Eastern Kentucky,OVC,27,67.8,122.8,15.2,64.8,64.75,4.7,15.3,9.5,13.5,14,23,0.609,42,76,0.553,64,137,0.467,1.3,2.5,10.8,Jr,3.89399,0.6907,1.3448,3.5517,4.8966,1.5862,1.2414,0.3448,10.2069,Wing G
Damian Dunn,Temple,Amer,13,56.7,89.6,31.4,34.7,46.79,4.6,11.7,19,18.4,79,103,0.767,40,110,0.364,5,27,0.185,0.3,0.8,75.2,So,-1.28963,-1.0143,1.1538,3.0769,4.2308,2.2308,0.3846,0.0769,13.3846,Wing G
Josh Pierre-Louis,UC Santa Barbara,BW,21,29.8,99.3,22.3,54.7,55.89,2.6,15.4,20.7,22.5,19,32,0.594,39,63,0.619,5,22,0.227,1.1,5.8,37.6,Jr,-1.69446,5.1548,0.3913,2.087,2.4783,1.5652,1.3043,0.2609,6.1304,Combo G
Curt Lewis,Eastern Kentucky,OVC,25,58.1,112.1,19.9,58.7,60.76,6.7,15.5,11.7,17.9,48,69,0.696,79,130,0.608,24,66,0.364,0.5,3,35.2,So,1.56394,0.632616,1.6296,3.4444,5.0741,1.6667,1.3704,0.1111,11.0741,Wing G
Tariq Balogun,Eastern Kentucky,OVC,26,26.3,107.1,13.7,67.4,66.44,6.7,19.7,0.6,24,25,41,0.61,31,46,0.674,0,0,0,11,0.2,89.1,Jr,-4.20863,1.17502,0.7143,1.8929,2.6071,0.0357,0.0357,1.2143,3.4643,C
Rett Lister,Furman,SC,2,0.6,209.5,16.5,100,101.69,0,23.3,39.2,0,1,1,1,1,1,1,0,0,0,0,0,100,Jr,2.85083,1.80116,0,0.4,0.4,0.4,0,0,0.6,Scoring PG
Ola Olamuyiwa,Central Connecticut,NEC,8,3.5,93.1,20.4,64.3,64,3.8,24.2,0,28.2,3,5,0.6,3,6,0.5,1,1,1,0,1.9,71.4,Jr,-2.50244,-0.0744266,0.125,0.75,0.875,0,0.125,0,1.5,PF/C
Ben Beeker,Furman,SC,3,1.4,147.5,27.1,80,70.04,10.3,19.4,44.2,0,1,3,0.333,4,5,0.8,0,0,0,9.4,4.8,60,Jr,6.45627,4.71866,0.3333,0.3333,0.6667,0.5,0.3333,0.1667,2,PF/C
Brayden Parker,Idaho St.,BSky,19,65.2,96,22.7,49.7,51.67,7.8,17.9,13.7,21,32,53,0.604,65,120,0.542,6,29,0.207,4.3,1.7,35.6,Jr,-1.35789,1.86344,1.6667,3.7917,5.4583,1.3333,0.6667,1.1667,10.375,PF/C
Greg Gantt,North Carolina St.,ACC,26,52.5,97.9,13,45.7,48.9,4.2,12.3,14,21.3,18,26,0.692,31,59,0.525,8,35,0.229,1.5,1.7,27.7,Jr,-1.04419,2.28548,0.8077,2.3077,3.1154,1.6538,0.6154,0.3077,4,Wing F
Isiaih Mosley,Missouri St.,MVC,22,85.9,107.6,30,55.1,60.08,1.9,18.8,20.7,18.8,96,114,0.842,124,228,0.544,32,84,0.381,0.4,1.6,36.5,Jr,3.43248,0.588939,0.5833,5.6667,6.25,3.0833,1.0417,0.125,19.7917,Wing G
Jordan Mason,Wagner,NEC,9,8,108.7,12.7,53.1,56.05,0,11.6,0,14.5,2,2,1,1,2,0.5,5,14,0.357,0,0.9,12.5,Jr,-3.31263,-2.14251,0,0.6667,0.6667,0,0.1111,0,2.1111,Wing G
Isaiah Hill,Fresno St.,MWC,22,76.5,97.7,20.8,48,53.42,1.9,11.7,23,25.7,47,55,0.855,37,91,0.407,32,86,0.372,0.7,2.5,31.1,Jr,0.30251,0.219274,0.4583,2.6667,3.125,3.2917,1.3333,0.2083,10.2083,Scoring PG
Alex Morales,Wagner,NEC,20,86.9,104.2,28.7,47.5,51.28,8.6,16.2,25.1,18.9,67,94,0.713,104,219,0.475,20,63,0.317,1.7,3,33.3,Sr,3.40093,-0.0306326,2.65,4.55,7.2,4.25,1.8,0.45,16.75,Wing G
Dexter Akanno,Oregon St.,P12,12,5.8,44.5,18.4,18.2,29.91,3.9,8.6,2.7,45.2,4,5,0.8,2,7,0.286,0,4,0,0,0,45.5,So,-11.5665,-3.80728,0.1667,0.4167,0.5833,0.0833,0,0,0.6667,Wing G
Symir Torrence,Syracuse,ACC,24,28.8,83.1,15.8,35.2,40.15,0.4,11.1,21.6,24.8,14,21,0.667,14,25,0.56,5,36,0.139,0.3,1.3,34.4,Jr,-2.90397,0.542648,0.0417,1.3333,1.375,1.5417,0.2917,0.0417,2.375,Combo G
Marko Sarenac,Marshall,CUSA,11,7.2,85.6,10.9,45,45.66,5.4,6.7,2.3,23.5,1,2,0.5,0,1,0,3,9,0.333,1.6,0.9,20,Jr,-2.03235,-2.20067,0.2727,0.3636,0.6364,0.0909,0.0909,0.0909,0.9091,Wing G
Brian Taylor,Central Michigan,MAC,15,22.1,85.2,13.7,48.8,49.2,1.2,9,2.8,19.2,5,10,0.5,10,20,0.5,7,22,0.318,3.2,1.8,23.8,Jr,-4.27593,-0.0879673,0.1333,1.0667,1.2,0.2,0.4,0.4667,3.0667,Wing G
Shawn Stith,Cal St. Bakersfield,BW,19,37.1,96.7,23.2,49.5,54.02,8.2,15.5,10.4,25.2,39,59,0.661,46,93,0.495,1,3,0.333,0.8,0.7,61.5,Sr,-2.42831,-0.764109,1.381,2.0952,3.4762,1,0.2381,0.0952,7.2857,Wing F
Ray Somerville,Cal St. Bakersfield,BW,10,5.8,63.5,17.3,30,33.9,6.3,6.9,0,25.4,4,10,0.4,3,10,0.3,0,0,0,4.8,0,100,So,-10.6689,-2.12196,0.5833,0.5,1.0833,0,0.0833,0.25,1.3333,C
Deonte Billups,Fort Wayne,Horz,23,65.2,94,18.5,56.1,55.59,4.5,15,8.6,25.5,13,28,0.464,39,72,0.542,35,91,0.385,0.7,1.5,17.2,Jr,-2.2717,-2.5882,0.8696,3.3478,4.2174,1.2609,0.6957,0.1739,8.5217,Wing G
Justin Bieker,San Francisco,WCC,5,1.7,42.3,18.8,20,18.26,0,36.6,10,18.1,0,1,0,1,2,0.5,0,3,0,0,0,20,So,-14.4256,-3.18909,0,1,1,0.2,0,0,0.4,PF/C
Isaiah Hawthorne,San Francisco,WCC,17,12.1,70.4,22.9,34.2,39.47,6.4,15.4,3,27.1,7,8,0.875,7,13,0.538,4,25,0.16,0.9,1.4,21.1,So,-7.10622,-2.14385,0.4118,0.8824,1.2941,0.1176,0.1765,0.0588,1.9412,PF/C
Rylan Jones,Utah St.,MWC,17,41.3,105.5,14.1,44.3,47.39,1.9,7.1,27.7,19,12,17,0.706,13,30,0.433,12,40,0.3,0.3,2.8,24.3,Jr,-0.762197,2.15787,0.3529,1.4706,1.8235,4,1.1765,0.0588,4.3529,Pure PG
Jeremiah Davenport,Cincinnati,Amer,23,71.4,107.5,19.2,57.1,59.07,4.8,15.3,12.7,18.6,30,39,0.769,48,83,0.578,48,127,0.378,0.5,1.6,18.6,Jr,3.74428,-0.0684348,1.2609,3.7391,5,1.6957,0.8261,0.1304,11.7391,Wing F
Zach Harvey,UC Santa Barbara,BW,12,21.3,110.4,16.7,60.2,61.09,2.2,6,8.5,15.4,12,19,0.632,16,30,0.533,11,24,0.458,0,1.4,35.2,Jr,1.58814,0.10063,0.3333,0.8333,1.1667,0.6667,0.4167,0,6.4167,Wing G
Russell Dean,Hampton,BSth,25,90.1,95.9,22.3,40.7,48.39,1.9,10.9,30.6,21,94,129,0.729,89,215,0.414,2,11,0.182,1.2,1.8,57.1,Jr,-2.3781,-2.3122,0.6,3.72,4.32,5.72,1.16,0.4,11.12,Scoring PG
Davion Warren,Texas Tech,B12,25,87.3,100.5,33.1,51.3,55.33,4.1,15.1,21.2,18.1,108,143,0.755,139,252,0.552,48,159,0.302,2,3.4,34.8,Sr,3.21112,-0.695637,1.28,5,6.28,3,2.08,0.64,21.2,Wing G
Jacob O'Connell,Princeton,Ivy,10,1.4,69.4,20.5,33.3,33.33,8.4,25.6,23.6,38.9,0,0,0,1,2,0.5,0,1,0,6.9,0,0,So,,,,,,,,,,
Keeshawn Kellman,Princeton,Ivy,9,2.5,87.5,38,54.5,50.54,29.1,9.8,0,24.2,2,6,0.333,6,11,0.545,0,0,0,4,0,54.5,So,,,,,,,,,,
Konrad Kiszka,Princeton,Ivy,12,2.6,118.6,17.8,68.8,68.97,0,0,0,12.5,2,3,0.667,4,4,1,1,4,0.25,0,2.2,37.5,So,,,,,,,,,,
Tosan Evbuomwan,Princeton,Ivy,25,33.9,91,17.8,53.9,54.02,2.5,14.1,11.4,25.6,15,29,0.517,35,61,0.574,4,15,0.267,2.6,1.9,38.2,So,,,,,,,,,,
Axel Okongo,Eastern Michigan,MAC,9,10.7,61.6,9.9,75,75,6.7,13.5,0,63.2,0,0,0,3,4,0.75,0,0,0,9.3,0.9,0,Sr,-10.5556,0.0826681,0.6,1,1.6,0,0.1,0.7,0.6,C
Tyler Millin,Middle Tennessee,CUSA,22,29.8,87.9,19.8,42.6,43.67,9.4,12,1.7,14.4,6,10,0.6,18,47,0.383,13,41,0.317,1.2,1.1,11.4,Jr,-1.97323,-2.15485,1.087,1.1304,2.2174,0.087,0.2174,0.1304,3.5217,Stretch 4
DJ Rodman,Washington St.,P12,19,40,111.8,13.6,52.1,54.46,7.1,10.7,7.9,14.5,15,20,0.75,16,41,0.39,23,56,0.411,0.5,0.9,20.6,Jr,1.6242,1.55852,1.4737,2.2105,3.6842,0.8947,0.3684,0.1053,6.1053,Wing F
Jaylen Cross,UC Riverside,BW,4,0.6,59.3,11.6,0,0,0,0,31.1,0,0,0,0,0,0,0,0,1,0,0,0,0,Jr,-10.1301,-3.50122,0,0,0,0.25,0,0,0,Pure PG
Orlando Robinson,Fresno St.,MWC,22,81,100.4,27.6,47.7,53.64,10,24.2,16,21.4,94,129,0.729,92,193,0.477,14,44,0.318,3,1.8,54.4,Jr,2.40442,0.454633,2.75,6.4167,9.1667,2.0833,0.9167,0.7917,14.5833,PF/C
