player_name,team,conference,GamesPlayed,Min_per,Ortg,usage_rate,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Position
Kruz Perrott-Hunt,South Dakota,Sum,24,69.7,112,13.5,54.6,57.66,1.7,9.8,14.1,15.3,26,33,0.788,26,60,0.433,30,70,0.429,0.2,1.1,25.4,Jr,0.116415,-0.860655,0.36,2.44,2.8,2.24,0.52,0.04,7.04,Combo G
A.J. Plitzuweit,South Dakota,Sum,21,75.6,114.8,27.3,54.6,60.61,2.4,11.6,23.4,14.5,96,108,0.889,76,165,0.461,52,117,0.444,0.3,1.5,38.3,Jr,4.76966,-1.02442,0.6364,3.5455,4.1818,3.9091,0.9545,0.0909,18.9545,Scoring PG
Terrell Burden,Kennesaw St.,ASun,21,57,88,23.5,44.6,48.73,3,9.9,20.2,22.5,42,66,0.636,58,120,0.483,3,20,0.15,0.7,2.6,47.1,Jr,-2.98199,-0.38088,0.625,1.7917,2.4167,2.2917,1,0.1667,7.625,Combo G
Nate Jenkins,Green Bay,Horz,10,4.9,76.1,12.7,28.6,37.74,7.2,7.4,7.4,28.5,2,2,1,2,3,0.667,0,4,0,0,4.8,28.6,Jr,-5.67875,0.629006,0.3,0.3,0.6,0.2,0.4,0,0.6,Wing G
Armani Harris,Kennesaw St.,ASun,20,30,93.3,13.4,51.4,53.35,9.3,13.8,4,25.5,13,23,0.565,15,29,0.517,2,6,0.333,3,0.7,65.7,Jr,-5.08292,-0.607482,1.087,1.5652,2.6522,0.2609,0.1304,0.3043,2.9565,PF/C
Tremont Robinson-White,East Carolina,Amer,18,66.8,96.5,19.6,49.6,51.76,3,7.1,28.8,22.1,18,25,0.72,32,63,0.508,23,71,0.324,0.3,2.4,18.7,Sr,0.0524301,0.787931,0.6842,1.5263,2.2105,3.8421,1.1053,0.0526,8.1053,Pure PG
Nyzaiah Chambers,Norfolk St.,MEAC,19,16.8,103.9,16.1,53.6,57.93,10.5,10.4,3.7,22.2,14,21,0.667,15,28,0.536,0,0,0,2.5,1.8,75,Jr,-2.1733,-0.0164641,0.7619,0.8571,1.619,0.1905,0.2857,0.1905,2.4286,PF/C
Leslie Nkereuwem,Longwood,BSth,24,37.8,113.2,21.9,64,64.52,10,12,2.9,18.1,35,55,0.636,80,124,0.645,0,1,0,3.5,1.7,44,Jr,0.187795,-0.257956,1.44,1.68,3.12,0.2,0.48,0.52,8.16,PF/C
Demilade Adelekun,Dartmouth,Ivy,8,1.2,77.9,24.5,25,25,18.9,8.9,30.4,19,0,0,0,1,4,0.25,0,0,0,0,0,0,So,,,,,,,,,,
Allen Powell,Rider,MAAC,23,71.4,102.2,15.4,51.5,53.51,0.2,4.2,12,15.6,19,24,0.792,31,84,0.369,37,84,0.44,0.9,1.4,14.3,Jr,-0.687113,-2.23675,0.0435,1,1.0435,1.7391,0.6957,0.2174,8.3478,Combo G
Nathaniel Ogbu,Dartmouth,Ivy,20,4.1,74.6,17.9,22.2,32.45,8,17.6,8.1,14.6,4,7,0.571,2,8,0.25,0,1,0,0,2.6,77.8,So,,,,,,,,,,
Hunter Goodrick,South Dakota,Sum,22,22.3,112.6,15.9,46.7,54.69,8.4,18.8,8.5,12.3,28,40,0.7,18,36,0.5,2,9,0.222,0.4,0.4,88.9,So,,,,,,,,,,
Nikc Jackson,Air Force,MWC,25,58.2,90.3,24.3,55.1,55.27,3.8,16.3,19.6,24.4,31,58,0.534,64,109,0.587,15,48,0.313,4.4,2,36.9,Jr,-3.84291,-0.351848,0.64,2.76,3.4,1.76,0.76,0.8,8.16,Stretch 4
Daryl Anderson,Norfolk St.,MEAC,21,32.4,129.1,12.5,69.4,71.55,2.2,10.8,4.5,14.8,17,21,0.81,7,8,0.875,24,54,0.444,0.9,1.9,33.9,Jr,2.47533,0.485098,0.3043,1.3478,1.6522,0.3043,0.4348,0.1304,4.8261,Wing G
Masai Olowokere,Central Arkansas,Slnd,23,38.8,87.2,17.1,48.9,52.07,6.3,8.3,7,29.2,15,19,0.789,20,52,0.385,15,35,0.429,0.3,1.1,21.8,Jr,-2.0029,-3.79013,0.8333,1.1667,2,0.5417,0.2917,0.0417,4.5417,Wing G
Caleb Burgess,Hofstra,CAA,23,83.7,92.8,19.5,43.1,45.45,1.7,9.5,30.1,24.9,34,59,0.576,54,121,0.446,16,60,0.267,0,2.1,32.6,Jr,-1.92259,-1.66207,0.5217,2.7826,3.3043,5.6087,1.2174,0,8.2609,Scoring PG
Josh Vazquez,Montana,BSky,23,61.3,105.6,15,49.2,55.06,0.7,12.9,10.7,13.8,34,36,0.944,19,53,0.358,30,77,0.39,0.8,2.1,27.7,Jr,0.378684,1.43534,0.1429,2.75,2.8929,1.4643,0.8571,0.1429,7.8929,Combo G
Kyle Owens,Montana,BSky,23,68.8,108.5,20,49.7,54.55,7.2,14.3,4.6,9.7,54,68,0.794,70,147,0.476,18,48,0.375,1.2,1.5,34.9,Jr,1.724,0.0277123,1.6429,3.8571,5.5,0.6071,0.6071,0.25,10.4643,Wing F
Kadin Shedrick,Virginia,ACC,11,8.6,108.2,23.7,52.4,55.39,19.5,17.3,7,19.4,6,9,0.667,11,20,0.55,0,1,0,4.2,1.5,42.9,So,-1.37502,0.266737,1.0909,1.0909,2.1818,0.2727,0.1818,0.2727,2.5455,C
C.J. Wilbourn,Wright St.,Horz,15,34.8,109.3,14.1,50.8,55.28,7,9.6,4.7,13.9,17,21,0.81,32,55,0.582,1,11,0.091,1.1,0.9,31.8,Jr,-2.77239,-1.45721,1.3333,1.7333,3.0667,0.5333,0.3333,0.2,5.6,Wing F
Lewis McDaniel,Central Arkansas,Slnd,21,15.4,64.9,17.5,41.7,42.62,2.3,7.3,9.7,36.4,10,23,0.435,9,21,0.429,4,15,0.267,0,0.8,63.9,So,,,,,,,,,,
Kalil Thomas,UMass Lowell,AE,22,47.4,109.6,17,63.3,63.5,1.1,16.2,6,18.7,9,14,0.643,30,52,0.577,34,76,0.447,0.8,1.6,10.9,Jr,1.74337,-0.881511,0.1818,2.8182,3,0.5455,0.5455,0.1364,7.7727,Wing G
Keller Casey,Oklahoma,B12,4,1,68.8,22.4,20,20,10.3,20.5,16,0,0,0,0,1,3,0.333,0,2,0,0,0,0,Jr,-5.38176,-4.67293,0.25,0.5,0.75,0.25,0,0,0.5,PF/C
Connor Nelson,American,Pat,8,61,82,17.8,37.1,40.51,6.6,16.7,12.8,23.5,9,13,0.692,11,31,0.355,7,27,0.259,2,4.2,22.4,Sr,-2.88629,1.46173,1.625,4.5,6.125,2.125,2.25,0.625,6.5,Wing G
Jordan Jones,Cornell,Ivy,12,24,98.2,21,45.9,49.1,5.5,13.5,5.3,10.7,12,14,0.857,15,26,0.577,16,59,0.271,0.5,1.7,16.5,So,,,,,,,,,,
Caleb Christopher,Tennessee Tech,OVC,9,3.6,59.2,30.4,23.3,28.01,3,9.8,19.6,20.2,3,6,0.5,2,8,0.25,1,7,0.143,0,3.1,40,Jr,-9.19612,-3.39597,0.1111,0.3333,0.4444,0.4444,0.2222,0,1.1111,Combo G
Ben Lubarsky,American,Pat,10,45.2,84.5,17.8,45.7,48.11,2.7,8.7,11.4,26.4,5,6,0.833,6,19,0.316,10,27,0.37,0.5,1.6,13,Jr,-3.4848,-2.82365,0.4,1.4,1.8,1.1,0.5,0.1,4.7,Wing G
Marcus Filien,Cornell,Ivy,18,21.6,85.8,10.9,38.3,44.82,4.4,22.4,2.5,20.4,9,12,0.75,7,15,0.467,3,15,0.2,1.1,2.5,40,So,,,,,,,,,,
LaQuan Butler,UT Rio Grande Valley,WAC,15,45.3,82,25.4,43,43.66,2.8,5,15.4,19.2,9,18,0.5,27,54,0.5,17,68,0.25,0.8,2.9,14.8,Sr,-2.31793,-0.774338,0.6111,1.0556,1.6667,1.4444,1,0.1111,8.8889,Combo G
Bas Leyte,UNC Greensboro,SC,29,18.9,111.4,10.4,50,49.76,8.8,15,7.8,14.4,6,13,0.462,14,20,0.7,1,11,0.091,4.9,0.5,41.9,Jr,-1.93239,1.18718,0.6897,1.0345,1.7241,0.3793,0.069,0.3103,1.2759,PF/C
Jackson Blaufeld,Dartmouth,Ivy,9,1,52.3,25.2,0,25.64,0,0,15.6,21.8,2,4,0.5,0,0,0,0,2,0,0,0,200,So,,,,,,,,,,
EJ Williams,Alabama A&M,SWAC,15,48.4,80.5,14.5,36.5,40.4,8,17.6,7.4,22.7,14,26,0.538,19,51,0.373,0,1,0,5.9,0.2,50,Jr,-4.75427,0.824124,1.4667,3.3333,4.8,0.7333,0.0667,1.1333,3.4667,C
Paul Hudson,Dartmouth,Ivy,22,7,73.9,10.9,50,41.79,6.2,14.7,9.3,35.2,1,5,0.2,3,5,0.6,0,1,0,3.3,1.5,83.3,So,,,,,,,,,,
Louis Tang,VMI,SC,2,4,104.9,22.5,44.4,54.85,12.8,31,9.9,20.7,5,6,0.833,4,7,0.571,0,2,0,0,1.6,66.7,Jr,-1.06526,0.244682,2,5.5,7.5,1,0.5,0,6.5,Wing G
Garrett Hicks,Alabama A&M,SWAC,15,84.4,93.5,21.2,47.1,49.63,2.5,9,12.9,18.2,29,43,0.674,44,92,0.478,25,81,0.309,0.4,2.2,24.9,Jr,-1.87286,-0.71542,0.8,3,3.8,1.9333,1.3333,0.1333,12.8,Combo G
Camden Vander Zwaag,Air Force,MWC,9,15.2,79.6,14.7,37,39.97,1.8,8.1,12.6,16.8,5,9,0.556,4,8,0.5,4,19,0.211,1.7,2.9,33.3,Jr,-5.36548,-1.69436,0.2222,1,1.2222,1,0.7778,0.2222,2.7778,Combo G
Davy Cummard,Northern Arizona,BSky,10,1.7,52.3,7.9,0,0,0,0,23.4,0,0,0,0,0,1,0,0,1,0,0,0,0,Sr,-10.4784,-5.89135,0,0,0,0.2,0,0,0,Pure PG
Da'mir Faison,NJIT,AE,8,7.3,66.3,16.4,30,32.32,7.9,22.8,6.9,25.7,2,5,0.4,3,9,0.333,0,1,0,2,1,50,So,-9.25505,-1.09788,0.5,1.25,1.75,0.25,0.125,0.125,1,PF/C
Kassim Nicholson,Tennessee St.,OVC,27,67.4,105.2,14.8,48.2,48.91,9.2,18.6,5,11.9,21,40,0.525,73,144,0.507,4,20,0.2,2.5,1.8,24.4,Sr,-0.258164,1.27065,2.2759,4.3793,6.6552,0.7241,0.7931,0.5517,6.7241,Wing F
Kmani Doughty,New Orleans,Slnd,21,20.6,86.9,22.9,49.1,54.36,6.6,16.1,7,30.5,20,27,0.741,15,28,0.536,9,30,0.3,3,4,46.6,So,-4.44287,0.114188,0.5455,1.3636,1.9091,0.3636,0.6818,0.2727,3.7727,Wing F
Raquan Brown,UNC Asheville,BSth,3,1,139.9,31.7,60,60,29.4,14.1,42,0,0,0,0,3,5,0.6,0,0,0,0,7.2,0,Jr,19.372,6.28975,0.6667,0.3333,1,0.3333,0.3333,0,2,Scoring PG
Rodney Carson Jr.,New Orleans,Slnd,24,62.9,117,13.8,60.9,61.91,3.6,4.9,10.4,15.3,24,36,0.667,52,80,0.65,23,62,0.371,0.2,2.3,25.4,Jr,0.0576453,-0.921902,0.76,1.12,1.88,1.48,1.04,0.04,8.12,Combo G
Justus Rainwater,Northern Arizona,BSky,15,16.6,94.8,13.9,66.7,60.76,12.7,17.1,0,30.3,4,10,0.4,10,15,0.667,0,0,0,7,1.6,66.7,Sr,-6.9578,1.46531,0.8824,1.4706,2.3529,0,0.2353,0.5294,2.2353,C
Dajuan Harris,Kansas,B12,29,39.7,110.8,10.3,56.5,58.72,1.7,6.1,22.2,27.8,8,10,0.8,17,40,0.425,9,14,0.643,0.5,3.5,18.5,So,-1.80685,3.969,0.2667,0.8667,1.1333,2.1667,0.9667,0.0667,2.3667,Pure PG
Tyler Thomas,Sacred Heart,NEC,17,84.4,103.1,28.2,48,52.32,4.8,10.9,19.6,15.8,61,75,0.813,61,132,0.462,47,142,0.331,1.3,1.3,27.4,Jr,4.0667,-3.02121,1.5882,3.5882,5.1765,2.9412,0.8235,0.4706,19.0588,Combo G
R.J. McGee,Tulane,Amer,23,41.5,104.4,14.2,41.9,50.23,6.1,18.2,6.8,10.9,30,37,0.811,16,36,0.444,10,38,0.263,3.6,2.9,50,Jr,-0.428495,1.73228,0.913,2.6522,3.5652,0.5217,0.8261,0.4783,4,Wing F
Sean Yoder,Navy,Pat,14,18.6,80.3,14.6,32.8,39.25,4.2,22.6,6.3,24,6,6,1,2,12,0.167,5,17,0.294,0,2.2,20.7,Jr,-4.42426,-0.835713,0.3571,1.7143,2.0714,0.3571,0.3571,0,1.7857,Wing G
Tyler Nelson,Navy,Pat,18,45.9,102.9,17.5,45.6,46.66,7.2,15.7,11.9,12.1,13,25,0.52,28,63,0.444,9,28,0.321,2.3,2,27.5,Jr,0.0281386,-0.141787,1.1667,2.2778,3.4444,1.1667,0.6111,0.3333,5.3333,Wing F
P.J. Roach Jr.,Navy,Pat,3,1.9,205.7,4,100,100,0,9.2,12.6,0,0,0,0,1,1,1,0,0,0,0,0,0,Jr,-2.51756,-1.51977,0,0.3333,0.3333,0.3333,0,0,0.6667,PF/C
Jaylen Walker,Navy,Pat,16,36.8,106.3,18.4,48.6,53.37,6,9.1,11.2,18,18,22,0.818,17,40,0.425,12,32,0.375,0.5,2.7,30.6,Jr,1.19035,-0.280569,0.875,1.1875,2.0625,1,0.75,0.0625,5.5,Wing G
Daniel Deaver,Navy,Pat,15,36.7,94.9,28,45.7,47.64,13.3,6.7,18.5,21.4,14,22,0.636,45,96,0.469,2,9,0.222,4.2,1.6,21,Jr,-1.16487,-1.50929,2.0667,0.9333,3,1.5333,0.4667,0.6,7.3333,PF/C
Patrick Dorsey,Navy,Pat,18,54,108.6,15.7,50,54.36,5,20.2,12,18.3,23,30,0.767,16,32,0.5,18,54,0.333,1,3,34.9,Jr,1.14864,1.15115,0.9444,3.4444,4.3889,1.4444,1.1111,0.1667,6.0556,Wing G
Christian Jones,Navy,Pat,3,1.1,156,10.1,75,75,0,0,0,0,0,0,0,0,0,0,1,2,0.5,0,0,0,Jr,-2.14365,-0.873181,0,0,0,0,0,0,1,Scoring PG
Neal Quinn,Lafayette,Pat,14,50.2,118.6,25.8,55.3,57.07,9.6,18.2,37.8,12.8,22,33,0.667,63,114,0.553,0,0,0,4.3,0.4,28.9,Jr,5.17208,0.0435028,1.9286,3.5714,5.5,3.7857,0.1429,1,10.5714,C
Daman Tate,Boston University,Pat,15,31.7,80.9,22.8,48.5,47.98,4.6,20,8.7,28.4,7,17,0.412,18,37,0.486,10,31,0.323,0,2.6,25,Jr,-4.15122,-1.51715,0.6,2.6,3.2,0.6667,0.6667,0,4.8667,Wing G
Leo O'Boyle,Lafayette,Pat,15,59.8,102.8,18.2,46.8,51.28,3,10.7,10.8,11.8,23,27,0.852,13,41,0.317,26,70,0.371,0.8,1.4,24.3,Jr,-0.607337,-3.17486,0.6667,2.3333,3,1.4667,0.6,0.2,8.4667,Wing G
Ethan Brittain-Watts,Boston University,Pat,17,54.3,95.6,12.8,47.7,52.65,0.6,3.9,9.9,24.9,17,21,0.81,3,26,0.115,19,40,0.475,0.5,1.4,31.8,Jr,-3.01604,-1.83569,0.1176,0.7647,0.8824,1.2941,0.5294,0.1176,4.7059,Scoring PG
Austin Meloche,North Alabama,ASun,5,0.6,35.5,21.1,0,25.64,0,0,0,38.5,1,2,0.5,0,0,0,0,1,0,0,0,200,So,,,,,,,,,,
Mervin James,Rider,MAAC,20,64.3,90.3,29.2,47.4,51.15,6,23.1,7.6,21.7,43,53,0.811,86,172,0.5,15,57,0.263,1.2,1.2,23.1,Jr,-2.8073,-1.47424,1.7391,5.4783,7.2174,0.9565,0.7391,0.3043,14.0435,PF/C
Brandon Newman,Purdue,B10,28,58.6,99.3,18.8,49.7,53.27,2,15.2,10.9,21.3,30,32,0.938,39,93,0.419,39,103,0.379,2.2,1.9,16.3,So,0.96808,1.90699,0.3929,3.1071,3.5,1.3214,0.75,0.3929,8.0357,Wing G
Jalen Thomas,Georgia St.,SB,18,61.2,112.7,16.7,59.2,60.71,8,15.2,6.2,17.6,14,17,0.824,82,135,0.607,1,6,0.167,6.3,1.6,12.1,Jr,0.197488,0.700108,2,3.9444,5.9444,0.8889,0.7778,1.5556,10.0556,C
Alonzo Verge Jr.,Nebraska,B10,23,67.8,95.8,27.9,43.8,49.19,2.2,13.1,26.1,16.1,72,89,0.809,84,203,0.414,27,81,0.333,0.6,2.3,31.3,Sr,2.21054,0.288407,0.6087,3.3043,3.913,3.7826,1.2174,0.1739,13.9565,Scoring PG
Keshad Johnson,San Diego St.,MWC,23,28.1,106.9,17.1,48.5,50.28,9.3,22.3,8.5,12.6,21,39,0.538,22,48,0.458,7,19,0.368,5.1,1.2,58.2,Jr,1.46379,1.83513,1.0417,2.5417,3.5833,0.6667,0.25,0.5,3.9583,Stretch 4
Trey Pulliam,San Diego St.,MWC,27,65.3,98.8,19.5,44,45.76,2.5,11.6,25.7,18.2,20,30,0.667,69,154,0.448,13,47,0.277,0,3,14.9,Sr,-0.466626,2.68618,0.5357,2.5,3.0357,3.5357,1.3929,0,7.25,Scoring PG
James Moors,Colorado St.,MWC,27,48.1,92.8,20.2,50.7,51.6,7.1,14.3,11.1,22.6,23,42,0.548,67,118,0.568,2,20,0.1,4.5,1.6,30.4,So,-1.41247,1.66781,1,2.4828,3.4828,1.1379,0.4828,0.6552,5.8276,PF/C
Alejandro Ralat,Florida Atlantic,CUSA,3,0.9,44.7,20.2,0,0,0,0,44.5,0,0,0,0,0,2,0,0,1,0,0,0,0,Jr,-14.893,-6.39428,0,0.1429,0.1429,0.4286,0,0,1.2857,Pure PG
Eduardo Lane,San Jose St.,MWC,24,20.7,88.4,20.6,53.9,51.76,8.5,15.4,13.7,25.4,12,30,0.4,33,60,0.55,1,4,0.25,3.6,0.4,46.9,Sr,,,,,,,,,,
Isaiah Stevens,Colorado St.,MWC,27,87.9,108.4,24.8,53.8,58.16,1.6,11.9,31.9,20.8,75,87,0.862,96,197,0.487,48,115,0.417,0.3,1.7,27.9,Jr,3.20441,0.362698,0.4828,3.7586,4.2414,5.4483,1.1724,0.069,15.4138,Scoring PG
Kyle Rose,Fordham,A10,14,75,64.8,17,37,40.04,0.5,14.5,13.6,29.5,14,24,0.583,12,32,0.375,12,49,0.245,0.7,3,29.6,Jr,-6.18483,1.2977,0.1429,3.5714,3.7143,1.6429,1.4286,0.1429,5.2857,Wing G
Wheza Panzo,Stetson,ASun,24,47.1,109.3,11.6,54.8,55.24,5.6,11.4,7,16.8,5,8,0.625,10,26,0.385,24,58,0.414,2,1.8,9.5,Jr,-0.581874,-0.331924,0.8846,1.9231,2.8077,0.7308,0.5385,0.3462,4.1923,Wing F
Fousseyni Drame,Saint Peter's,MAAC,25,62.8,97.2,18.7,48.1,52.65,9.3,21.4,3.6,20.6,47,65,0.723,65,128,0.508,8,32,0.25,1.3,2.4,40.6,Jr,-2.46437,0.782684,2.12,4.84,6.96,0.4,1.04,0.28,8.04,Wing F
Daryl Banks III,Saint Peter's,MAAC,25,76.6,97.9,20.8,44.2,47.68,2.7,11.2,17.3,15.1,38,43,0.884,50,146,0.342,46,123,0.374,1.3,2.2,16,Jr,0.0439441,1.10726,0.76,3.08,3.84,2.28,1.16,0.32,11.04,Combo G
Ford Cooper Jr.,South Carolina,SEC,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jr,-6.28815,-0.948117,0,0,0,0,0,0,0,PF/C
Dylan Disu,Texas,B12,17,53.9,111.3,23.1,55.8,59.25,8.5,26.1,10,16.6,53,72,0.736,65,116,0.56,24,65,0.369,4.4,2,39.8,Jr,3.68136,0.844566,2.3529,6.8824,9.2353,1.4118,1.1176,1.2353,15,PF/C
Charlie Weber,East Tennessee St.,SC,19,14.5,94.6,13.1,41.7,46.76,6.1,19.2,5.5,20.3,6,8,0.75,4,11,0.364,4,13,0.308,3,0.4,33.3,Jr,-4.62768,-0.480419,0.3684,1.1579,1.5263,0.2105,0.0526,0.1579,1.3684,Stretch 4
Vonnie Patterson,East Tennessee St.,SC,23,56.8,109.3,14.8,56.1,57.38,7.8,9.3,11.3,20.6,29,49,0.592,34,59,0.576,11,31,0.355,1.3,2.2,54.4,Sr,0.332255,1.28047,1.44,1.92,3.36,1.4,0.8,0.2,5.88,Wing G
Jonas Visser,San Francisco,WCC,23,24.4,90,14.2,53.6,53.46,6.8,10.7,4.4,28.3,6,12,0.5,21,41,0.512,1,1,1,0.9,0.5,28.6,Jr,-5.50455,-0.385991,0.6522,0.913,1.5652,0.2609,0.087,0.087,2.2174,PF/C
Scotty Pippen Jr.,Vanderbilt,SEC,22,70.1,108.8,35.1,49.5,57.51,3.6,6.9,36.8,19.6,142,167,0.85,93,198,0.47,43,120,0.358,0.6,3.2,52.5,Jr,6.56433,0.324056,1,1.8182,2.8182,4.8636,1.7727,0.1818,20.7727,Pure PG
Volodymyr Markovetskyy,San Francisco,WCC,23,22.6,103.7,12.4,65.8,63.62,10.7,14,3.4,28,5,11,0.455,25,38,0.658,0,0,0,5.5,0.5,28.9,Jr,-2.52815,2.70071,1.0435,1.3478,2.3913,0.1739,0.087,0.5652,2.3913,C
Mykel Derring,Merrimack,NEC,18,74.6,104.6,14.7,55.1,56.23,2,5.1,5.2,12.6,8,9,0.889,16,28,0.571,40,110,0.364,0.4,1.8,6.5,Jr,-0.277227,-1.09574,0.5,1.3333,1.8333,0.7778,0.9444,0.1111,8.8889,Combo G
Khalief Crawford,Merrimack,NEC,11,4.9,59.6,25.6,28.1,38.81,0,11,7.1,33.3,6,7,0.857,3,9,0.333,1,7,0.143,0,1.1,43.8,Sr,,,,,,,,,,
Ryan Miller,Merrimack,NEC,4,0.8,0,15.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Sr,-17.5005,-11.0685,0,0,0,0,0,0,0,PF/C
Mikey Watkins,Merrimack,NEC,18,85.8,95.7,22.8,53.3,55.92,2.7,9.8,23.8,25.6,38,55,0.691,68,122,0.557,14,45,0.311,0,3.2,32.9,Sr,-1.7709,-0.276973,0.7778,2.9444,3.7222,3.8333,1.8889,0,12,Scoring PG
Devin Jensen,Merrimack,NEC,18,81,104.8,12.7,49.2,51.01,0.4,12.3,8.2,6.3,20,32,0.625,13,23,0.565,32,101,0.317,0.7,2.5,25.8,Sr,-0.933981,0.707916,0.1111,3.5,3.6111,1.3889,1.3889,0.2222,7.8889,Wing G
Daraun Gray,Loyola MD,Pat,3,1.1,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jr,-9.94805,-4.57869,0,0,0,0,0,0,0,Combo G
Kareem Reid,Gardner Webb,BSth,26,48.8,97.9,19,53.5,52.87,8.9,16.6,5.6,19.1,21,45,0.467,69,129,0.535,0,0,0,8.9,1.8,34.9,Jr,-2.97723,0.616042,1.5,2.8462,4.3462,0.5385,0.5769,1.4231,6.1154,C
Jared Coleman-Jones,Middle Tennessee,CUSA,14,17.7,74.5,20.8,41.9,44.5,11.7,13.7,4.2,31.9,7,12,0.583,14,36,0.389,1,1,1,2,1.1,32.4,Jr,-7.3642,-0.876723,1.3333,1.2,2.5333,0.2667,0.2,0.2,2.8,PF/C
Rainers Hermanovskis,William & Mary,CAA,11,7.6,71.2,8.1,20,28.99,0,2.2,10.5,14.1,2,4,0.5,1,2,0.5,0,3,0,0,0,80,Jr,-5.55958,-4.11149,0,0.0909,0.0909,0.2727,0,0,0.3636,Wing G
Miguel Ayesa,William & Mary,CAA,11,15.8,94.2,16.2,48.5,47.8,0,1.1,8,13.6,0,1,0,1,1,1,10,32,0.313,0,1.1,3,Jr,-1.87569,-3.22953,0,0.0909,0.0909,0.3636,0.1818,0,2.9091,Combo G
Blondeau Tchoukuiengo,New Hampshire,AE,18,69,96.5,18.4,43.8,50.58,2.9,10.4,24.4,23.7,35,41,0.854,34,77,0.442,10,35,0.286,0.5,2.1,36.6,So,-2.60161,-0.391072,0.7895,2.4737,3.2632,3.3158,1.1579,0.1579,7.9474,Scoring PG
Miles James,Cal St. Northridge,BW,8,8.6,69.4,15.8,12.5,26.1,5.3,5.7,17.4,17.8,5,7,0.714,0,6,0,1,6,0.167,2.1,0,58.3,Sr,-5.73979,-3.2648,0.3333,0.3333,0.6667,0.6667,0,0.1111,0.8889,Scoring PG
Kyle Rode,Liberty,ASun,25,67.4,121.6,17.2,59.9,61.65,5.8,13.2,20.6,17.2,22,29,0.759,47,74,0.635,27,72,0.375,1,1.7,19.9,Jr,2.59665,1.37471,1.1724,2.9655,4.1379,2.931,0.7241,0.2414,7.4138,Wing G
Shiloh Robinson,Liberty,ASun,25,37.1,102.9,16.7,55.8,58.33,6.5,24.3,3.5,20,21,31,0.677,37,59,0.627,4,18,0.222,5.3,0.5,40.3,Jr,-2.79751,0.914724,0.7241,2.8621,3.5862,0.3448,0.1379,0.6207,4.1379,PF/C
Charles Coleman,Saint Joseph's,A10,8,5.5,58.5,12.6,14.3,26.67,2.8,20.7,0,11.6,3,5,0.6,1,6,0.167,0,1,0,6.5,1.5,71.4,Jr,-7.30989,0.709286,0.1111,1,1.1111,0,0.1111,0.2222,0.7778,C
Colton Reed,Liberty,ASun,7,1.4,63,4.4,0,0,0,0,11,100,0,0,0,0,0,0,0,0,0,0,0,0,Sr,-5.10939,-4.01925,0.2727,0.0909,0.3636,0.0909,0.2727,0,0.2727,PF/C
Ludgy Debaut,East Carolina,Amer,18,38.2,101.1,12,46.5,51.43,7.9,14.9,5.8,17.5,14,20,0.7,20,42,0.476,0,1,0,8,0,46.5,Sr,-4.14339,1.62388,1.2105,1.8947,3.1053,0.4737,0,1,3.1579,C
Andrei Savrasov,Georgia Southern,SB,20,32.9,107.7,14.6,47,47.7,6,21.3,8,6.8,3,4,0.75,27,51,0.529,8,32,0.25,6.4,2,4.8,Jr,-0.533057,1.23652,0.9565,2.6957,3.6522,0.7826,0.5652,0.7391,4.5217,Stretch 4
Russel Tchewa,South Florida,Amer,21,29,82.1,18.3,43.9,44.32,9.1,13.6,1.7,22.2,14,32,0.438,25,57,0.439,0,0,0,2.5,1.2,56.1,Jr,-5.64163,-0.502412,1,1.3636,2.3636,0.0909,0.2273,0.2727,3.2727,C
Terrence Shannon Jr.,Texas Tech,B12,28,64.1,111.9,23.7,50.4,55.47,4.9,12.8,11.1,12.8,90,119,0.756,90,184,0.489,30,84,0.357,0.7,2.5,44.4,Jr,4.45158,2.11715,1.1429,2.8214,3.9643,1.3929,1.1429,0.1429,12.8571,Wing G
Clarence Nadolny,Texas Tech,B12,24,18.2,97,13.3,46.8,50.75,1.1,13.6,12.3,21.1,15,26,0.577,7,13,0.538,5,18,0.278,0,1.1,83.9,Jr,-4.66204,1.28228,0.0833,1,1.0833,0.625,0.1667,0,1.8333,Wing G
Tyreek Smith,Oklahoma St.,B12,29,21.1,130.3,13.7,64.1,64.08,9.8,24.5,3.9,8.9,17,28,0.607,25,38,0.658,3,8,0.375,10.5,0.5,60.9,So,3.78479,3.45767,0.7241,1.7241,2.4483,0.1724,0.069,0.7241,2.6207,PF/C
Dylan Jergens,Central Michigan,MAC,5,1.1,0,10.2,0,0,0,12.3,0,58.3,0,0,0,0,0,0,0,1,0,0,0,0,So,-17.1629,-6.58276,0,0.2857,0.2857,0,0.1429,0,1.1429,Wing G
Caleb Hodgson,Central Michigan,MAC,16,11.9,88.3,17.8,34.6,48.4,10.1,9.4,0,22.3,16,27,0.593,3,6,0.5,1,7,0.143,1.1,1.1,207.7,So,-5.72032,-3.95063,0.5294,0.4706,1,0,0.1176,0.0588,1.4706,Stretch 4
